spend_id,spend_date,channel,campaign,spend_amount,impressions,clicks,attributed_orders,attributed_revenue
MKT-00277,2024-06-09,Paid Social,Meta Retargeting & Lookalike,3713.58,278518,10398,52,25740.0
MKT-00278,2024-06-09,Google Ads,Search Intent High-Value,3151.99,141839,13238,51,24990.0
MKT-00279,2024-06-09,Affiliate,Cashback & Review Partners,1456.01,43680,4513,32,16320.0
MKT-00280,2024-06-09,Email Marketing,Lifecycle VIP Retention,861.08,103329,7319,47,24910.0
MKT-00281,2024-06-10,Paid Social,Meta Retargeting & Lookalike,3609.23,270692,10105,50,24750.0
MKT-00282,2024-06-10,Google Ads,Search Intent High-Value,3167.7,142546,13304,51,24990.0
MKT-00283,2024-06-10,Affiliate,Cashback & Review Partners,1442.01,43260,4470,32,16320.0
MKT-00284,2024-06-10,Email Marketing,Lifecycle VIP Retention,882.33,105879,7499,49,25970.0
MKT-00285,2024-06-11,Paid Social,Meta Retargeting & Lookalike,3793.29,284496,10621,53,26235.0
MKT-00286,2024-06-11,Google Ads,Search Intent High-Value,3186.89,143409,13384,52,25480.0
MKT-00287,2024-06-11,Affiliate,Cashback & Review Partners,1432.57,42976,4440,31,15810.0
MKT-00288,2024-06-11,Email Marketing,Lifecycle VIP Retention,856.22,102746,7277,47,24910.0
MKT-00289,2024-06-12,Paid Social,Meta Retargeting & Lookalike,3656.24,274218,10237,51,25245.0
MKT-00290,2024-06-12,Google Ads,Search Intent High-Value,3176.61,142947,13341,52,25480.0
MKT-00291,2024-06-12,Affiliate,Cashback & Review Partners,1476.44,44293,4576,32,16320.0
MKT-00292,2024-06-12,Email Marketing,Lifecycle VIP Retention,933.85,112061,7937,51,27030.0
MKT-00293,2024-06-13,Paid Social,Meta Retargeting & Lookalike,3710.16,278262,10388,52,25740.0
MKT-00294,2024-06-13,Google Ads,Search Intent High-Value,3165.88,142464,13296,51,24990.0
MKT-00295,2024-06-13,Affiliate,Cashback & Review Partners,1464.59,43937,4540,32,16320.0
MKT-00296,2024-06-13,Email Marketing,Lifecycle VIP Retention,869.01,104281,7386,48,25440.0
MKT-00297,2024-06-14,Paid Social,Meta Retargeting & Lookalike,3863.91,289793,10818,54,26730.0
MKT-00298,2024-06-14,Google Ads,Search Intent High-Value,3102.32,139604,13029,50,24500.0
MKT-00299,2024-06-14,Affiliate,Cashback & Review Partners,1408.29,42248,4365,31,15810.0
MKT-00300,2024-06-14,Email Marketing,Lifecycle VIP Retention,946.52,113582,8045,52,27560.0
MKT-00301,2024-06-15,Paid Social,Meta Retargeting & Lookalike,3675.07,275630,10290,51,25245.0
MKT-00302,2024-06-15,Google Ads,Search Intent High-Value,3214.39,144647,13500,52,25480.0
MKT-00303,2024-06-15,Affiliate,Cashback & Review Partners,1439.97,43199,4463,31,15810.0
MKT-00304,2024-06-15,Email Marketing,Lifecycle VIP Retention,905.14,108617,7693,50,26500.0
MKT-00305,2024-06-16,Paid Social,Meta Retargeting & Lookalike,3758.09,281856,10522,52,25740.0
MKT-00306,2024-06-16,Google Ads,Search Intent High-Value,3127.24,140725,13134,51,24990.0
MKT-00307,2024-06-16,Affiliate,Cashback & Review Partners,1498.91,44967,4646,33,16830.0
MKT-00308,2024-06-16,Email Marketing,Lifecycle VIP Retention,921.79,110615,7835,51,27030.0
MKT-00309,2024-06-17,Paid Social,Meta Retargeting & Lookalike,3691.25,276843,10335,51,25245.0
MKT-00310,2024-06-17,Google Ads,Search Intent High-Value,3284.27,147792,13793,53,25970.0
MKT-00311,2024-06-17,Affiliate,Cashback & Review Partners,1414.42,42432,4384,31,15810.0
MKT-00312,2024-06-17,Email Marketing,Lifecycle VIP Retention,934.63,112155,7944,51,27030.0
MKT-00313,2024-06-18,Paid Social,Meta Retargeting & Lookalike,3726.02,279451,10432,52,25740.0
MKT-00314,2024-06-18,Google Ads,Search Intent High-Value,3128.85,140798,13141,51,24990.0
MKT-00315,2024-06-18,Affiliate,Cashback & Review Partners,1418.03,42540,4395,31,15810.0
MKT-00316,2024-06-18,Email Marketing,Lifecycle VIP Retention,895.61,107473,7612,49,25970.0
MKT-00317,2024-06-19,Paid Social,Meta Retargeting & Lookalike,3612.8,270959,10115,50,24750.0
MKT-00318,2024-06-19,Google Ads,Search Intent High-Value,3206.68,144300,13468,52,25480.0
MKT-00319,2024-06-19,Affiliate,Cashback & Review Partners,1440.92,43227,4466,32,16320.0
MKT-00320,2024-06-19,Email Marketing,Lifecycle VIP Retention,893.59,107230,7595,49,25970.0
MKT-00321,2024-06-20,Paid Social,Meta Retargeting & Lookalike,3774.67,283100,10569,53,26235.0
MKT-00322,2024-06-20,Google Ads,Search Intent High-Value,3173.59,142811,13329,52,25480.0
MKT-00323,2024-06-20,Affiliate,Cashback & Review Partners,1420.96,42628,4404,31,15810.0
MKT-00324,2024-06-20,Email Marketing,Lifecycle VIP Retention,945.85,113502,8039,52,27560.0
MKT-00325,2024-06-21,Paid Social,Meta Retargeting & Lookalike,3734.78,280108,10457,52,25740.0
MKT-00326,2024-06-21,Google Ads,Search Intent High-Value,3204.16,144187,13457,52,25480.0
MKT-00327,2024-06-21,Affiliate,Cashback & Review Partners,1463.56,43906,4537,32,16320.0
MKT-00328,2024-06-21,Email Marketing,Lifecycle VIP Retention,936.27,112352,7958,52,27560.0
MKT-00329,2024-06-22,Paid Social,Meta Retargeting & Lookalike,3651.3,273847,10223,51,25245.0
MKT-00330,2024-06-22,Google Ads,Search Intent High-Value,3140.16,141307,13188,51,24990.0
MKT-00331,2024-06-22,Affiliate,Cashback & Review Partners,1482.09,44462,4594,32,16320.0
MKT-00332,2024-06-22,Email Marketing,Lifecycle VIP Retention,866.71,104005,7367,48,25440.0
MKT-00333,2024-06-23,Paid Social,Meta Retargeting & Lookalike,3637.98,272848,10186,51,25245.0
MKT-00334,2024-06-23,Google Ads,Search Intent High-Value,3130.34,140865,13147,51,24990.0
MKT-00335,2024-06-23,Affiliate,Cashback & Review Partners,1474.92,44247,4572,32,16320.0
MKT-00336,2024-06-23,Email Marketing,Lifecycle VIP Retention,918.08,110169,7803,51,27030.0
MKT-00337,2024-06-24,Paid Social,Meta Retargeting & Lookalike,3636.03,272701,10180,51,25245.0
MKT-00338,2024-06-24,Google Ads,Search Intent High-Value,3189.42,143523,13395,52,25480.0
MKT-00339,2024-06-24,Affiliate,Cashback & Review Partners,1455.19,43655,4511,32,16320.0
MKT-00340,2024-06-24,Email Marketing,Lifecycle VIP Retention,928.52,111422,7892,51,27030.0
MKT-00341,2024-06-25,Paid Social,Meta Retargeting & Lookalike,3753.43,281507,10509,52,25740.0
MKT-00342,2024-06-25,Google Ads,Search Intent High-Value,3224.85,145118,13544,52,25480.0
MKT-00343,2024-06-25,Affiliate,Cashback & Review Partners,1488.16,44644,4613,33,16830.0
MKT-00344,2024-06-25,Email Marketing,Lifecycle VIP Retention,939.56,112746,7986,52,27560.0
MKT-00345,2024-06-26,Paid Social,Meta Retargeting & Lookalike,3623.2,271740,10144,50,24750.0
MKT-00346,2024-06-26,Google Ads,Search Intent High-Value,3225.23,145135,13545,52,25480.0
MKT-00347,2024-06-26,Affiliate,Cashback & Review Partners,1455.45,43663,4511,32,16320.0
MKT-00348,2024-06-26,Email Marketing,Lifecycle VIP Retention,938.06,112567,7973,52,27560.0
MKT-00349,2024-06-27,Paid Social,Meta Retargeting & Lookalike,3789.49,284211,10610,53,26235.0
MKT-00350,2024-06-27,Google Ads,Search Intent High-Value,3133.73,141017,13161,51,24990.0
MKT-00351,2024-06-27,Affiliate,Cashback & Review Partners,1487.27,44618,4610,33,16830.0
MKT-00352,2024-06-27,Email Marketing,Lifecycle VIP Retention,948.67,113840,8063,52,27560.0
MKT-00353,2024-06-28,Paid Social,Meta Retargeting & Lookalike,3645.41,273405,10207,51,25245.0
MKT-00354,2024-06-28,Google Ads,Search Intent High-Value,3206.51,144292,13467,52,25480.0
MKT-00355,2024-06-28,Affiliate,Cashback & Review Partners,1462.36,43870,4533,32,16320.0
MKT-00356,2024-06-28,Email Marketing,Lifecycle VIP Retention,922.95,110753,7845,51,27030.0
MKT-00357,2024-06-29,Paid Social,Meta Retargeting & Lookalike,3650.17,273762,10220,51,25245.0
MKT-00358,2024-06-29,Google Ads,Search Intent High-Value,3231.01,145395,13570,52,25480.0
MKT-00359,2024-06-29,Affiliate,Cashback & Review Partners,1416.57,42497,4391,31,15810.0
MKT-00360,2024-06-29,Email Marketing,Lifecycle VIP Retention,866.2,103944,7362,48,25440.0
MKT-00361,2024-06-30,Paid Social,Meta Retargeting & Lookalike,3895.76,292182,10908,54,26730.0
MKT-00362,2024-06-30,Google Ads,Search Intent High-Value,3177.23,142975,13344,52,25480.0
MKT-00363,2024-06-30,Affiliate,Cashback & Review Partners,1429.99,42899,4432,31,15810.0
MKT-00364,2024-06-30,Email Marketing,Lifecycle VIP Retention,949.37,113924,8069,52,27560.0
MKT-00365,2024-07-01,Paid Social,Meta Retargeting & Lookalike,4405.6,330420,12335,44,20240.0
MKT-00366,2024-07-01,Google Ads,Search Intent High-Value,3243.76,145969,13623,53,25970.0
MKT-00367,2024-07-01,Affiliate,Cashback & Review Partners,1474.91,44247,4572,32,16320.0
MKT-00368,2024-07-01,Email Marketing,Lifecycle VIP Retention,897.07,107648,7625,49,25970.0
MKT-00369,2024-07-02,Paid Social,Meta Retargeting & Lookalike,4650.37,348777,13021,47,21620.0
MKT-00370,2024-07-02,Google Ads,Search Intent High-Value,3255.32,146489,13672,53,25970.0
MKT-00371,2024-07-02,Affiliate,Cashback & Review Partners,1401.78,42053,4345,31,15810.0
MKT-00372,2024-07-02,Email Marketing,Lifecycle VIP Retention,912.54,109504,7756,50,26500.0
MKT-00373,2024-07-03,Paid Social,Meta Retargeting & Lookalike,4357.1,326782,12199,44,20240.0
MKT-00374,2024-07-03,Google Ads,Search Intent High-Value,3126.75,140703,13132,51,24990.0
MKT-00375,2024-07-03,Affiliate,Cashback & Review Partners,1445.78,43373,4481,32,16320.0
MKT-00376,2024-07-03,Email Marketing,Lifecycle VIP Retention,875.48,105057,7441,48,25440.0
MKT-00377,2024-07-04,Paid Social,Meta Retargeting & Lookalike,4694.82,352111,13145,47,21620.0
MKT-00378,2024-07-04,Google Ads,Search Intent High-Value,3274.42,147348,13752,53,25970.0
MKT-00379,2024-07-04,Affiliate,Cashback & Review Partners,1428.74,42862,4429,31,15810.0
MKT-00380,2024-07-04,Email Marketing,Lifecycle VIP Retention,911.42,109370,7747,50,26500.0
MKT-00381,2024-07-05,Paid Social,Meta Retargeting & Lookalike,4579.32,343448,12822,46,21160.0
MKT-00382,2024-07-05,Google Ads,Search Intent High-Value,3223.63,145063,13539,52,25480.0
MKT-00383,2024-07-05,Affiliate,Cashback & Review Partners,1480.3,44408,4588,32,16320.0
MKT-00384,2024-07-05,Email Marketing,Lifecycle VIP Retention,850.91,102109,7232,47,24910.0
MKT-00385,2024-07-06,Paid Social,Meta Retargeting & Lookalike,4675.01,350625,13090,47,21620.0
MKT-00386,2024-07-06,Google Ads,Search Intent High-Value,3269.78,147139,13733,53,25970.0
MKT-00387,2024-07-06,Affiliate,Cashback & Review Partners,1455.69,43670,4512,32,16320.0
MKT-00388,2024-07-06,Email Marketing,Lifecycle VIP Retention,851.62,102194,7238,47,24910.0
MKT-00389,2024-07-07,Paid Social,Meta Retargeting & Lookalike,4677.39,350804,13096,47,21620.0
MKT-00390,2024-07-07,Google Ads,Search Intent High-Value,3102.32,139604,13029,50,24500.0
MKT-00391,2024-07-07,Affiliate,Cashback & Review Partners,1471.11,44133,4560,32,16320.0
MKT-00392,2024-07-07,Email Marketing,Lifecycle VIP Retention,894.0,107280,7599,49,25970.0
MKT-00393,2024-07-08,Paid Social,Meta Retargeting & Lookalike,4425.01,331876,12390,44,20240.0
MKT-00394,2024-07-08,Google Ads,Search Intent High-Value,3137.82,141201,13178,51,24990.0
MKT-00395,2024-07-08,Affiliate,Cashback & Review Partners,1453.52,43605,4505,32,16320.0
MKT-00396,2024-07-08,Email Marketing,Lifecycle VIP Retention,908.85,109061,7725,50,26500.0
MKT-00397,2024-07-09,Paid Social,Meta Retargeting & Lookalike,4752.49,356436,13306,48,22080.0
MKT-00398,2024-07-09,Google Ads,Search Intent High-Value,3185.45,143345,13378,52,25480.0
MKT-00399,2024-07-09,Affiliate,Cashback & Review Partners,1433.27,42997,4443,31,15810.0
MKT-00400,2024-07-09,Email Marketing,Lifecycle VIP Retention,909.83,109179,7733,50,26500.0
MKT-00401,2024-07-10,Paid Social,Meta Retargeting & Lookalike,4607.13,345534,12899,46,21160.0
MKT-00402,2024-07-10,Google Ads,Search Intent High-Value,3278.84,147547,13771,53,25970.0
MKT-00403,2024-07-10,Affiliate,Cashback & Review Partners,1409.89,42296,4370,31,15810.0
MKT-00404,2024-07-10,Email Marketing,Lifecycle VIP Retention,913.78,109654,7767,50,26500.0
MKT-00405,2024-07-11,Paid Social,Meta Retargeting & Lookalike,4493.63,337021,12582,45,20700.0
MKT-00406,2024-07-11,Google Ads,Search Intent High-Value,3173.61,142812,13329,52,25480.0
MKT-00407,2024-07-11,Affiliate,Cashback & Review Partners,1449.35,43480,4492,32,16320.0
MKT-00408,2024-07-11,Email Marketing,Lifecycle VIP Retention,884.77,106172,7520,49,25970.0
MKT-00409,2024-07-12,Paid Social,Meta Retargeting & Lookalike,4491.16,336836,12575,45,20700.0
MKT-00410,2024-07-12,Google Ads,Search Intent High-Value,3108.51,139883,13055,50,24500.0
MKT-00411,2024-07-12,Affiliate,Cashback & Review Partners,1493.73,44812,4630,33,16830.0
MKT-00412,2024-07-12,Email Marketing,Lifecycle VIP Retention,895.8,107496,7614,49,25970.0
MKT-00413,2024-07-13,Paid Social,Meta Retargeting & Lookalike,4330.08,324755,12124,43,19780.0
MKT-00414,2024-07-13,Google Ads,Search Intent High-Value,3259.06,146657,13688,53,25970.0
MKT-00415,2024-07-13,Affiliate,Cashback & Review Partners,1461.77,43853,4531,32,16320.0
MKT-00416,2024-07-13,Email Marketing,Lifecycle VIP Retention,889.36,106723,7559,49,25970.0
MKT-00417,2024-07-14,Paid Social,Meta Retargeting & Lookalike,4733.85,355038,13254,48,22080.0
MKT-00418,2024-07-14,Google Ads,Search Intent High-Value,3171.3,142708,13319,51,24990.0
MKT-00419,2024-07-14,Affiliate,Cashback & Review Partners,1420.59,42617,4403,31,15810.0
MKT-00420,2024-07-14,Email Marketing,Lifecycle VIP Retention,887.84,106540,7546,49,25970.0
MKT-00421,2024-07-15,Paid Social,Meta Retargeting & Lookalike,4798.72,359904,13436,48,22080.0
MKT-00422,2024-07-15,Google Ads,Search Intent High-Value,3221.49,144967,13530,52,25480.0
MKT-00423,2024-07-15,Affiliate,Cashback & Review Partners,1481.14,44434,4591,32,16320.0
MKT-00424,2024-07-15,Email Marketing,Lifecycle VIP Retention,909.12,109094,7727,50,26500.0
MKT-00425,2024-07-16,Paid Social,Meta Retargeting & Lookalike,4517.74,338830,12649,45,20700.0
MKT-00426,2024-07-16,Google Ads,Search Intent High-Value,3201.96,144088,13448,52,25480.0
MKT-00427,2024-07-16,Affiliate,Cashback & Review Partners,1451.65,43549,4500,32,16320.0
MKT-00428,2024-07-16,Email Marketing,Lifecycle VIP Retention,860.47,103256,7314,47,24910.0
MKT-00429,2024-07-17,Paid Social,Meta Retargeting & Lookalike,4566.51,342487,12786,46,21160.0
MKT-00430,2024-07-17,Google Ads,Search Intent High-Value,3124.81,140616,13124,51,24990.0
MKT-00431,2024-07-17,Affiliate,Cashback & Review Partners,1469.41,44082,4555,32,16320.0
MKT-00432,2024-07-17,Email Marketing,Lifecycle VIP Retention,881.33,105759,7491,48,25440.0
MKT-00433,2024-07-18,Paid Social,Meta Retargeting & Lookalike,4712.36,353427,13194,47,21620.0
MKT-00434,2024-07-18,Google Ads,Search Intent High-Value,3266.81,147006,13720,53,25970.0
MKT-00435,2024-07-18,Affiliate,Cashback & Review Partners,1410.45,42313,4372,31,15810.0
MKT-00436,2024-07-18,Email Marketing,Lifecycle VIP Retention,852.36,102282,7245,47,24910.0
MKT-00437,2024-07-19,Paid Social,Meta Retargeting & Lookalike,4722.77,354207,13223,47,21620.0
MKT-00438,2024-07-19,Google Ads,Search Intent High-Value,3142.1,141394,13196,51,24990.0
MKT-00439,2024-07-19,Affiliate,Cashback & Review Partners,1423.7,42710,4413,31,15810.0
MKT-00440,2024-07-19,Email Marketing,Lifecycle VIP Retention,860.38,103245,7313,47,24910.0
MKT-00441,2024-07-20,Paid Social,Meta Retargeting & Lookalike,4574.77,343107,12809,46,21160.0
MKT-00442,2024-07-20,Google Ads,Search Intent High-Value,3205.14,144231,13461,52,25480.0
MKT-00443,2024-07-20,Affiliate,Cashback & Review Partners,1443.02,43290,4473,32,16320.0
MKT-00444,2024-07-20,Email Marketing,Lifecycle VIP Retention,862.22,103466,7328,47,24910.0
MKT-00445,2024-07-21,Paid Social,Meta Retargeting & Lookalike,4599.69,344976,12879,46,21160.0
MKT-00446,2024-07-21,Google Ads,Search Intent High-Value,3209.96,144448,13481,52,25480.0
MKT-00447,2024-07-21,Affiliate,Cashback & Review Partners,1416.06,42481,4389,31,15810.0
MKT-00448,2024-07-21,Email Marketing,Lifecycle VIP Retention,917.48,110098,7798,50,26500.0
MKT-00449,2024-07-22,Paid Social,Meta Retargeting & Lookalike,4756.69,356752,13318,48,22080.0
MKT-00450,2024-07-22,Google Ads,Search Intent High-Value,3246.37,146086,13634,53,25970.0
MKT-00451,2024-07-22,Affiliate,Cashback & Review Partners,1404.06,42121,4352,31,15810.0
MKT-00452,2024-07-22,Email Marketing,Lifecycle VIP Retention,872.78,104733,7418,48,25440.0
MKT-00453,2024-07-23,Paid Social,Meta Retargeting & Lookalike,4664.4,349830,13060,47,21620.0
MKT-00454,2024-07-23,Google Ads,Search Intent High-Value,3146.4,141587,13214,51,24990.0
MKT-00455,2024-07-23,Affiliate,Cashback & Review Partners,1471.97,44159,4563,32,16320.0
MKT-00456,2024-07-23,Email Marketing,Lifecycle VIP Retention,889.21,106705,7558,49,25970.0
MKT-00457,2024-07-24,Paid Social,Meta Retargeting & Lookalike,4511.72,338378,12632,45,20700.0
MKT-00458,2024-07-24,Google Ads,Search Intent High-Value,3284.02,147780,13792,53,25970.0
MKT-00459,2024-07-24,Affiliate,Cashback & Review Partners,1479.53,44385,4586,32,16320.0
MKT-00460,2024-07-24,Email Marketing,Lifecycle VIP Retention,904.35,108521,7686,50,26500.0
MKT-00461,2024-07-25,Paid Social,Meta Retargeting & Lookalike,4383.48,328761,12273,44,20240.0
MKT-00462,2024-07-25,Google Ads,Search Intent High-Value,3132.26,140951,13155,51,24990.0
MKT-00463,2024-07-25,Affiliate,Cashback & Review Partners,1463.9,43917,4538,32,16320.0
MKT-00464,2024-07-25,Email Marketing,Lifecycle VIP Retention,922.86,110743,7844,51,27030.0
MKT-00465,2024-07-26,Paid Social,Meta Retargeting & Lookalike,4752.52,356438,13307,48,22080.0
MKT-00466,2024-07-26,Google Ads,Search Intent High-Value,3112.03,140041,13070,51,24990.0
MKT-00467,2024-07-26,Affiliate,Cashback & Review Partners,1422.0,42659,4408,31,15810.0
MKT-00468,2024-07-26,Email Marketing,Lifecycle VIP Retention,936.22,112346,7957,52,27560.0
MKT-00469,2024-07-27,Paid Social,Meta Retargeting & Lookalike,4780.66,358549,13385,48,22080.0
MKT-00470,2024-07-27,Google Ads,Search Intent High-Value,3118.97,140353,13099,51,24990.0
MKT-00471,2024-07-27,Affiliate,Cashback & Review Partners,1490.12,44703,4619,33,16830.0
MKT-00472,2024-07-27,Email Marketing,Lifecycle VIP Retention,945.91,113508,8040,52,27560.0
MKT-00473,2024-07-28,Paid Social,Meta Retargeting & Lookalike,4572.99,342974,12804,46,21160.0
MKT-00474,2024-07-28,Google Ads,Search Intent High-Value,3273.11,147289,13747,53,25970.0
MKT-00475,2024-07-28,Affiliate,Cashback & Review Partners,1432.13,42963,4439,31,15810.0
MKT-00476,2024-07-28,Email Marketing,Lifecycle VIP Retention,864.66,103759,7349,48,25440.0
MKT-00477,2024-07-29,Paid Social,Meta Retargeting & Lookalike,4512.67,338450,12635,45,20700.0
MKT-00478,2024-07-29,Google Ads,Search Intent High-Value,3122.84,140527,13115,51,24990.0
MKT-00479,2024-07-29,Affiliate,Cashback & Review Partners,1441.88,43256,4469,32,16320.0
MKT-00480,2024-07-29,Email Marketing,Lifecycle VIP Retention,902.12,108254,7668,50,26500.0
MKT-00481,2024-07-30,Paid Social,Meta Retargeting & Lookalike,4483.03,336227,12552,45,20700.0
MKT-00482,2024-07-30,Google Ads,Search Intent High-Value,3235.13,145580,13587,53,25970.0
MKT-00483,2024-07-30,Affiliate,Cashback & Review Partners,1468.4,44052,4552,32,16320.0
MKT-00484,2024-07-30,Email Marketing,Lifecycle VIP Retention,891.46,106975,7577,49,25970.0
MKT-00485,2024-07-31,Paid Social,Meta Retargeting & Lookalike,4780.98,358573,13386,48,22080.0
MKT-00486,2024-07-31,Google Ads,Search Intent High-Value,3197.03,143866,13427,52,25480.0
MKT-00487,2024-07-31,Affiliate,Cashback & Review Partners,1423.38,42701,4412,31,15810.0
MKT-00488,2024-07-31,Email Marketing,Lifecycle VIP Retention,904.63,108555,7689,50,26500.0
MKT-00489,2024-08-01,Paid Social,Meta Retargeting & Lookalike,4331.05,324828,12126,43,19780.0
MKT-00490,2024-08-01,Google Ads,Search Intent High-Value,3126.54,140694,13131,51,24990.0
MKT-00491,2024-08-01,Affiliate,Cashback & Review Partners,1492.46,44773,4626,33,16830.0
MKT-00492,2024-08-01,Email Marketing,Lifecycle VIP Retention,880.6,105671,7485,48,25440.0
MKT-00493,2024-08-02,Paid Social,Meta Retargeting & Lookalike,4406.03,330451,12336,44,20240.0
MKT-00494,2024-08-02,Google Ads,Search Intent High-Value,3208.72,144392,13476,52,25480.0
MKT-00495,2024-08-02,Affiliate,Cashback & Review Partners,1448.57,43456,4490,32,16320.0
MKT-00496,2024-08-02,Email Marketing,Lifecycle VIP Retention,908.77,109052,7724,50,26500.0
MKT-00497,2024-08-03,Paid Social,Meta Retargeting & Lookalike,4758.22,356866,13323,48,22080.0
MKT-00498,2024-08-03,Google Ads,Search Intent High-Value,3228.23,145270,13558,52,25480.0
MKT-00499,2024-08-03,Affiliate,Cashback & Review Partners,1460.14,43804,4526,32,16320.0
MKT-00500,2024-08-03,Email Marketing,Lifecycle VIP Retention,924.4,110927,7857,51,27030.0
MKT-00501,2024-08-04,Paid Social,Meta Retargeting & Lookalike,4464.19,334814,12499,45,20700.0
MKT-00502,2024-08-04,Google Ads,Search Intent High-Value,3184.83,143317,13376,52,25480.0
MKT-00503,2024-08-04,Affiliate,Cashback & Review Partners,1417.71,42531,4394,31,15810.0
MKT-00504,2024-08-04,Email Marketing,Lifecycle VIP Retention,932.3,111876,7924,51,27030.0
MKT-00505,2024-08-05,Paid Social,Meta Retargeting & Lookalike,4668.41,350130,13071,47,21620.0
MKT-00506,2024-08-05,Google Ads,Search Intent High-Value,3173.12,142790,13327,52,25480.0
MKT-00507,2024-08-05,Affiliate,Cashback & Review Partners,1446.08,43382,4482,32,16320.0
MKT-00508,2024-08-05,Email Marketing,Lifecycle VIP Retention,946.61,113593,8046,52,27560.0
MKT-00509,2024-08-06,Paid Social,Meta Retargeting & Lookalike,4777.56,358316,13377,48,22080.0
MKT-00510,2024-08-06,Google Ads,Search Intent High-Value,3196.73,143852,13426,52,25480.0
MKT-00511,2024-08-06,Affiliate,Cashback & Review Partners,1414.17,42425,4383,31,15810.0
MKT-00512,2024-08-06,Email Marketing,Lifecycle VIP Retention,912.62,109514,7757,50,26500.0
MKT-00513,2024-08-07,Paid Social,Meta Retargeting & Lookalike,4315.22,323641,12082,43,19780.0
MKT-00514,2024-08-07,Google Ads,Search Intent High-Value,3132.81,140976,13157,51,24990.0
MKT-00515,2024-08-07,Affiliate,Cashback & Review Partners,1480.88,44426,4590,32,16320.0
MKT-00516,2024-08-07,Email Marketing,Lifecycle VIP Retention,892.45,107093,7585,49,25970.0
MKT-00517,2024-08-08,Paid Social,Meta Retargeting & Lookalike,4607.1,345532,12899,46,21160.0
MKT-00518,2024-08-08,Google Ads,Search Intent High-Value,3152.68,141870,13241,51,24990.0
MKT-00519,2024-08-08,Affiliate,Cashback & Review Partners,1423.86,42715,4413,31,15810.0
MKT-00520,2024-08-08,Email Marketing,Lifecycle VIP Retention,873.68,104841,7426,48,25440.0
MKT-00521,2024-08-09,Paid Social,Meta Retargeting & Lookalike,4516.94,338770,12647,45,20700.0
MKT-00522,2024-08-09,Google Ads,Search Intent High-Value,3117.82,140302,13094,51,24990.0
MKT-00523,2024-08-09,Affiliate,Cashback & Review Partners,1474.49,44234,4570,32,16320.0
MKT-00524,2024-08-09,Email Marketing,Lifecycle VIP Retention,880.12,105613,7480,48,25440.0
MKT-00525,2024-08-10,Paid Social,Meta Retargeting & Lookalike,4575.74,343180,12812,46,21160.0
MKT-00526,2024-08-10,Google Ads,Search Intent High-Value,3147.16,141622,13218,51,24990.0
MKT-00527,2024-08-10,Affiliate,Cashback & Review Partners,1403.82,42114,4351,31,15810.0
MKT-00528,2024-08-10,Email Marketing,Lifecycle VIP Retention,897.89,107746,7632,49,25970.0
MKT-00529,2024-08-11,Paid Social,Meta Retargeting & Lookalike,4499.32,337449,12598,45,20700.0
MKT-00530,2024-08-11,Google Ads,Search Intent High-Value,3206.84,144307,13468,52,25480.0
MKT-00531,2024-08-11,Affiliate,Cashback & Review Partners,1468.93,44067,4553,32,16320.0
MKT-00532,2024-08-11,Email Marketing,Lifecycle VIP Retention,912.24,109468,7753,50,26500.0
MKT-00533,2024-08-12,Paid Social,Meta Retargeting & Lookalike,4300.01,322500,12040,43,19780.0
MKT-00534,2024-08-12,Google Ads,Search Intent High-Value,3172.71,142771,13325,52,25480.0
MKT-00535,2024-08-12,Affiliate,Cashback & Review Partners,1413.46,42403,4381,31,15810.0
MKT-00536,2024-08-12,Email Marketing,Lifecycle VIP Retention,888.55,106625,7552,49,25970.0
MKT-00537,2024-08-13,Paid Social,Meta Retargeting & Lookalike,4747.71,356078,13293,48,22080.0
MKT-00538,2024-08-13,Google Ads,Search Intent High-Value,3298.47,148431,13853,54,26460.0
MKT-00539,2024-08-13,Affiliate,Cashback & Review Partners,1486.27,44588,4607,33,16830.0
MKT-00540,2024-08-13,Email Marketing,Lifecycle VIP Retention,858.18,102982,7294,47,24910.0
MKT-00541,2024-08-14,Paid Social,Meta Retargeting & Lookalike,4401.47,330110,12324,44,20240.0
MKT-00542,2024-08-14,Google Ads,Search Intent High-Value,3195.94,143817,13422,52,25480.0
MKT-00543,2024-08-14,Affiliate,Cashback & Review Partners,1403.0,42090,4349,31,15810.0
MKT-00544,2024-08-14,Email Marketing,Lifecycle VIP Retention,925.24,111029,7864,51,27030.0
MKT-00545,2024-08-15,Paid Social,Meta Retargeting & Lookalike,4757.04,356778,13319,48,22080.0
MKT-00546,2024-08-15,Google Ads,Search Intent High-Value,3173.49,142807,13328,52,25480.0
MKT-00547,2024-08-15,Affiliate,Cashback & Review Partners,1495.56,44866,4636,33,16830.0
MKT-00548,2024-08-15,Email Marketing,Lifecycle VIP Retention,915.5,109860,7781,50,26500.0
MKT-00549,2024-08-16,Paid Social,Meta Retargeting & Lookalike,4689.8,351734,13131,47,21620.0
MKT-00550,2024-08-16,Google Ads,Search Intent High-Value,3150.08,141753,13230,51,24990.0
MKT-00551,2024-08-16,Affiliate,Cashback & Review Partners,1478.55,44356,4583,32,16320.0
MKT-00552,2024-08-16,Email Marketing,Lifecycle VIP Retention,908.01,108961,7718,50,26500.0
MKT-00553,2024-08-17,Paid Social,Meta Retargeting & Lookalike,4396.92,329768,12311,44,20240.0
