order_id,customer_id,order_date,order_status,payment_method,shipping_partner,gross_amount,discount_amount,net_amount,delivery_fee,delivery_cost
ORD-009759,CUST-000005,2024-08-05,Delivered,Credit Card,ExpressCargo,89.3,4.82,84.48,0.0,74.26
ORD-009760,CUST-008933,2024-04-06,Delivered,UPI,ExpressCargo,140.0,5.1,134.9,0.0,66.59
ORD-009761,CUST-011635,2024-09-24,Returned,UPI,ExpressCargo,124.0,9.1,114.9,0.0,75.32
ORD-009762,CUST-002422,2024-04-01,Delivered,UPI,ExpressCargo,32.0,1.13,30.87,5.0,65.3
ORD-009763,CUST-007471,2024-08-13,Delivered,Credit Card,FastLogistics,187.06,11.71,175.35,0.0,82.13
ORD-009764,CUST-014030,2024-04-26,Delivered,UPI,BlueDart,278.0,10.21,267.79,0.0,88.09
ORD-009765,CUST-011596,2024-07-08,Delivered,Credit Card,FastLogistics,426.0,27.95,398.05,0.0,83.74
ORD-009766,CUST-002521,2024-09-06,Delivered,UPI,BlueDart,179.6,8.88,170.72,0.0,92.85
ORD-009767,CUST-012611,2024-08-01,Delivered,Net Banking,FastLogistics,195.0,8.56,186.44,0.0,84.05
ORD-009768,CUST-000887,2024-09-02,Delivered,Net Banking,FastLogistics,32.0,2.27,29.73,5.0,85.41
ORD-009769,CUST-004482,2024-09-23,Delivered,COD,ExpressCargo,32.0,2.52,29.48,5.0,76.86
ORD-009770,CUST-001614,2024-09-23,Delivered,UPI,FastLogistics,89.3,5.1,84.2,0.0,82.67
ORD-009771,CUST-004038,2024-07-29,Delivered,UPI,ExpressCargo,277.6,12.87,264.73,0.0,76.75
ORD-009772,CUST-009325,2024-05-27,Delivered,UPI,ExpressCargo,1353.0,36.56,1316.44,0.0,68.67
ORD-009773,CUST-002966,2024-09-19,Delivered,UPI,ExpressCargo,119.0,9.29,109.71,0.0,74.68
ORD-009774,CUST-003157,2024-08-31,Delivered,Net Banking,FastLogistics,1079.92,50.6,1029.32,0.0,82.71
ORD-009775,CUST-002691,2024-05-18,Delivered,Net Banking,FastLogistics,1476.5,54.48,1422.02,0.0,73.01
ORD-009776,CUST-003123,2024-07-29,Delivered,UPI,ExpressCargo,172.3,12.17,160.13,0.0,75.9
ORD-009777,CUST-007691,2024-06-08,Delivered,Net Banking,BlueDart,199.0,4.63,194.37,0.0,90.82
ORD-009778,CUST-003953,2024-08-23,Returned,UPI,BlueDart,130.0,7.3,122.7,0.0,91.14
ORD-009779,CUST-003245,2024-08-05,Delivered,UPI,BlueDart,206.56,17.01,189.55,0.0,91.93
ORD-009780,CUST-000673,2024-08-22,Delivered,Credit Card,FastLogistics,1053.32,60.97,992.35,0.0,86.07
ORD-009781,CUST-011319,2024-06-12,Delivered,COD,FastLogistics,538.0,15.06,522.94,0.0,74.99
ORD-009782,CUST-014778,2024-08-20,Delivered,Credit Card,FastLogistics,92.0,4.62,87.38,0.0,84.96
ORD-009783,CUST-006398,2024-07-25,Delivered,COD,FastLogistics,395.0,26.62,368.38,0.0,86.26
ORD-009784,CUST-008190,2024-05-14,Delivered,Net Banking,FastLogistics,130.0,2.07,127.93,0.0,72.52
ORD-009785,CUST-004205,2024-06-02,Delivered,COD,ExpressCargo,504.5,12.87,491.63,0.0,70.76
ORD-009786,CUST-013631,2024-09-05,Delivered,UPI,ExpressCargo,283.0,24.89,258.11,0.0,77.23
ORD-009787,CUST-006457,2024-06-20,Delivered,Net Banking,ExpressCargo,237.0,3.48,233.52,0.0,66.01
ORD-009788,CUST-011221,2024-04-03,Delivered,Credit Card,ExpressCargo,90.0,3.54,86.46,0.0,67.59
ORD-009789,CUST-009617,2024-08-17,Delivered,Credit Card,ExpressCargo,140.0,12.01,127.99,0.0,74.51
ORD-009790,CUST-008071,2024-07-26,Delivered,UPI,ExpressCargo,178.6,9.06,169.54,0.0,76.04
ORD-009791,CUST-012501,2024-07-06,Delivered,UPI,BlueDart,156.0,8.05,147.95,0.0,89.72
ORD-009792,CUST-008127,2024-07-08,Delivered,UPI,BlueDart,187.06,12.18,174.88,0.0,92.69
ORD-009793,CUST-014780,2024-04-20,Delivered,Credit Card,BlueDart,170.0,1.75,168.25,0.0,85.53
ORD-009794,CUST-002882,2024-06-27,Delivered,Credit Card,ExpressCargo,553.0,7.29,545.71,0.0,70.25
ORD-009795,CUST-013121,2024-07-12,Delivered,COD,ExpressCargo,95.0,4.97,90.03,0.0,74.42
ORD-009796,CUST-005865,2024-04-28,Delivered,Credit Card,BlueDart,568.0,20.28,547.72,0.0,86.13
ORD-009797,CUST-010809,2024-04-10,Delivered,UPI,FastLogistics,170.0,4.47,165.53,0.0,74.07
ORD-009798,CUST-000954,2024-06-16,Delivered,UPI,FastLogistics,199.0,4.46,194.54,0.0,72.07
ORD-009799,CUST-013896,2024-05-24,Delivered,COD,ExpressCargo,29.0,1.13,27.87,5.0,70.95
ORD-009800,CUST-012632,2024-09-04,Delivered,UPI,ExpressCargo,227.6,20.36,207.24,0.0,74.99
ORD-009801,CUST-010714,2024-04-28,Delivered,UPI,BlueDart,124.0,4.08,119.92,0.0,88.51
ORD-009802,CUST-011709,2024-06-10,Delivered,UPI,FastLogistics,140.0,3.98,136.02,0.0,72.2
ORD-009803,CUST-011420,2024-05-18,Delivered,UPI,ExpressCargo,79.0,1.74,77.26,5.0,70.08
ORD-009804,CUST-010577,2024-05-04,Delivered,UPI,FastLogistics,600.0,10.09,589.91,0.0,73.51
ORD-009805,CUST-001940,2024-07-05,Delivered,Credit Card,ExpressCargo,76.0,4.08,71.92,5.0,75.83
ORD-009806,CUST-010420,2024-09-30,Delivered,Net Banking,BlueDart,32.0,1.4,30.6,5.0,90.52
ORD-009807,CUST-011702,2024-09-18,Delivered,Credit Card,BlueDart,148.52,8.49,140.03,0.0,91.12
ORD-009808,CUST-002021,2024-04-07,Delivered,Credit Card,ExpressCargo,190.0,3.17,186.83,0.0,70.3
ORD-009809,CUST-005212,2024-04-18,Delivered,Net Banking,FastLogistics,38.0,0.87,37.13,5.0,74.36
ORD-009810,CUST-003020,2024-08-24,Delivered,UPI,ExpressCargo,512.0,35.65,476.35,0.0,76.63
ORD-009811,CUST-005707,2024-07-21,Delivered,COD,ExpressCargo,39.0,1.79,37.21,5.0,75.91
ORD-009812,CUST-000023,2024-04-09,Delivered,UPI,BlueDart,278.0,9.92,268.08,0.0,88.02
ORD-009813,CUST-012298,2024-04-20,Delivered,Credit Card,FastLogistics,58.0,1.34,56.66,5.0,70.45
ORD-009814,CUST-008465,2024-07-20,Delivered,Net Banking,FastLogistics,327.12,27.43,299.69,0.0,84.06
ORD-009815,CUST-006992,2024-07-20,Delivered,UPI,BlueDart,131.6,11.45,120.15,0.0,91.23
ORD-009816,CUST-013272,2024-05-23,Delivered,UPI,FastLogistics,85.0,2.41,82.59,0.0,70.61
ORD-009817,CUST-006670,2024-09-13,Delivered,Net Banking,ExpressCargo,28.0,1.15,26.85,5.0,75.04
ORD-009818,CUST-000664,2024-07-18,Delivered,Credit Card,ExpressCargo,39.0,1.89,37.11,5.0,77.03
ORD-009819,CUST-004789,2024-09-30,Delivered,Credit Card,ExpressCargo,184.0,7.67,176.33,0.0,74.75
ORD-009820,CUST-001440,2024-09-26,Delivered,Credit Card,BlueDart,16.0,1.09,14.91,5.0,89.7
ORD-009821,CUST-008265,2024-05-10,Returned,UPI,BlueDart,130.0,1.64,128.36,0.0,85.23
ORD-009822,CUST-004475,2024-09-18,Delivered,UPI,ExpressCargo,32.0,2.54,29.46,5.0,75.26
ORD-009823,CUST-003966,2024-04-26,Delivered,UPI,ExpressCargo,320.0,11.51,308.49,0.0,65.72
ORD-009824,CUST-003444,2024-06-07,Delivered,UPI,FastLogistics,95.0,1.5,93.5,0.0,69.44
ORD-009825,CUST-014199,2024-06-19,Delivered,Net Banking,BlueDart,282.0,7.95,274.05,0.0,90.42
ORD-009826,CUST-014370,2024-09-21,Delivered,Credit Card,ExpressCargo,422.0,37.75,384.25,0.0,75.4
ORD-009827,CUST-010656,2024-05-08,Delivered,Credit Card,FastLogistics,39.0,0.66,38.34,5.0,75.38
ORD-009828,CUST-004668,2024-04-15,Delivered,Net Banking,ExpressCargo,58.0,1.89,56.11,5.0,68.08
ORD-009829,CUST-008835,2024-04-20,Delivered,Credit Card,BlueDart,56.0,1.94,54.06,5.0,85.1
ORD-009830,CUST-007575,2024-07-08,Delivered,COD,FastLogistics,216.06,12.17,203.89,0.0,86.39
ORD-009831,CUST-000673,2024-08-02,Delivered,Credit Card,BlueDart,487.66,31.04,456.62,0.0,92.98
ORD-009832,CUST-009861,2024-08-23,Delivered,Credit Card,ExpressCargo,32.0,1.92,30.08,5.0,75.94
ORD-009833,CUST-005419,2024-08-15,Delivered,UPI,FastLogistics,65.0,5.8,59.2,5.0,82.16
ORD-009834,CUST-000577,2024-09-12,Delivered,Credit Card,BlueDart,124.0,8.45,115.55,0.0,89.86
ORD-009835,CUST-011899,2024-07-04,Delivered,Net Banking,FastLogistics,32.0,2.79,29.21,5.0,86.0
ORD-009836,CUST-010785,2024-08-04,Delivered,UPI,FastLogistics,67.0,4.39,62.61,5.0,85.31
ORD-009837,CUST-003941,2024-04-26,Delivered,Credit Card,FastLogistics,311.0,11.18,299.82,0.0,71.22
ORD-009838,CUST-014556,2024-08-25,Delivered,Credit Card,BlueDart,89.3,4.02,85.28,0.0,92.2
ORD-009839,CUST-013838,2024-07-26,Delivered,COD,BlueDart,42.3,3.31,38.99,5.0,91.46
ORD-009840,CUST-010084,2024-05-19,Delivered,Credit Card,ExpressCargo,215.0,3.48,211.52,0.0,67.38
ORD-009841,CUST-004973,2024-05-17,Delivered,UPI,FastLogistics,84.0,1.51,82.49,0.0,72.79
ORD-009842,CUST-009711,2024-09-18,Delivered,Credit Card,BlueDart,222.0,15.65,206.35,0.0,89.19
ORD-009843,CUST-005858,2024-05-23,Delivered,Credit Card,ExpressCargo,280.0,3.33,276.67,0.0,69.99
ORD-009844,CUST-010908,2024-08-14,Delivered,COD,ExpressCargo,271.0,21.62,249.38,0.0,75.29
ORD-009845,CUST-003708,2024-09-19,Delivered,Net Banking,BlueDart,85.0,6.73,78.27,5.0,89.35
ORD-009846,CUST-008632,2024-05-16,Delivered,Net Banking,ExpressCargo,166.0,5.77,160.23,0.0,69.24
ORD-009847,CUST-000699,2024-09-05,Delivered,UPI,FastLogistics,84.0,7.04,76.96,5.0,85.22
ORD-009848,CUST-002217,2024-05-07,Delivered,UPI,ExpressCargo,978.0,30.29,947.71,0.0,66.48
ORD-009849,CUST-003343,2024-04-26,Delivered,Credit Card,FastLogistics,263.0,9.54,253.46,0.0,70.58
ORD-009850,CUST-004053,2024-08-21,Delivered,Net Banking,ExpressCargo,62.0,4.32,57.68,5.0,75.97
ORD-009851,CUST-013632,2024-04-02,Returned,Net Banking,BlueDart,32.0,0.73,31.27,5.0,85.89
ORD-009852,CUST-013499,2024-04-09,Delivered,UPI,ExpressCargo,127.0,4.7,122.3,0.0,66.59
ORD-009853,CUST-002799,2024-09-16,Delivered,Net Banking,ExpressCargo,62.0,3.82,58.18,5.0,74.38
ORD-009854,CUST-012424,2024-07-30,Delivered,Credit Card,FastLogistics,202.0,17.0,185.0,0.0,84.87
ORD-009855,CUST-000391,2024-08-07,Returned,UPI,FastLogistics,498.12,23.01,475.11,0.0,82.11
ORD-009856,CUST-013407,2024-04-03,Delivered,Credit Card,BlueDart,398.0,7.54,390.46,0.0,86.74
ORD-009857,CUST-002355,2024-07-11,Delivered,Net Banking,ExpressCargo,74.26,4.35,69.91,5.0,74.88
ORD-009858,CUST-005338,2024-08-03,Returned,Credit Card,ExpressCargo,38.0,3.04,34.96,5.0,76.53
ORD-009859,CUST-014531,2024-08-21,Delivered,Credit Card,BlueDart,42.0,2.5,39.5,5.0,91.87
ORD-009860,CUST-005056,2024-04-24,Delivered,Credit Card,FastLogistics,180.0,3.52,176.48,0.0,70.62
ORD-009861,CUST-009149,2024-05-23,Returned,Net Banking,FastLogistics,196.0,2.31,193.69,0.0,75.17
ORD-009862,CUST-004145,2024-04-16,Delivered,COD,FastLogistics,414.0,6.81,407.19,0.0,69.91
ORD-009863,CUST-009757,2024-07-10,Delivered,UPI,ExpressCargo,84.6,5.52,79.08,5.0,74.57
ORD-009864,CUST-008605,2024-05-06,Delivered,Credit Card,FastLogistics,978.0,27.99,950.01,0.0,69.96
ORD-009865,CUST-011552,2024-06-05,Delivered,Credit Card,FastLogistics,110.0,3.89,106.11,0.0,70.8
ORD-009866,CUST-004171,2024-04-26,Delivered,Net Banking,FastLogistics,429.0,8.83,420.17,0.0,73.6
ORD-009867,CUST-013224,2024-07-13,Delivered,UPI,ExpressCargo,65.0,3.28,61.72,5.0,76.99
ORD-009868,CUST-007016,2024-09-08,Delivered,UPI,FastLogistics,64.0,5.24,58.76,5.0,82.53
ORD-009869,CUST-009057,2024-07-17,Delivered,COD,ExpressCargo,39.0,1.76,37.24,5.0,76.9
ORD-009870,CUST-000839,2024-07-14,Delivered,Net Banking,FastLogistics,64.0,3.55,60.45,5.0,83.52
ORD-009871,CUST-009788,2024-07-02,Delivered,Net Banking,ExpressCargo,140.0,11.81,128.19,0.0,77.05
ORD-009872,CUST-002587,2024-08-06,Delivered,Credit Card,FastLogistics,374.12,21.29,352.83,0.0,82.88
ORD-009873,CUST-012793,2024-05-22,Delivered,UPI,BlueDart,368.0,5.73,362.27,0.0,88.23
ORD-009874,CUST-009468,2024-06-24,Delivered,UPI,ExpressCargo,619.0,8.25,610.75,0.0,67.83
ORD-009875,CUST-013227,2024-06-16,Delivered,Credit Card,ExpressCargo,98.0,2.91,95.09,0.0,65.46
ORD-009876,CUST-000199,2024-07-30,Delivered,Credit Card,FastLogistics,65.0,4.07,60.93,5.0,85.6
ORD-009877,CUST-010470,2024-04-27,Delivered,UPI,FastLogistics,250.5,9.27,241.23,0.0,70.84
ORD-009878,CUST-014967,2024-09-08,Delivered,UPI,BlueDart,374.12,20.76,353.36,0.0,92.2
ORD-009879,CUST-012950,2024-05-24,Delivered,Credit Card,FastLogistics,254.0,6.56,247.44,0.0,71.27
ORD-009880,CUST-003906,2024-05-15,Returned,Net Banking,BlueDart,330.0,8.4,321.6,0.0,88.71
ORD-009881,CUST-013705,2024-05-14,Delivered,UPI,FastLogistics,1095.0,31.27,1063.73,0.0,72.28
ORD-009882,CUST-013221,2024-07-07,Delivered,Credit Card,FastLogistics,279.6,22.62,256.98,0.0,82.66
ORD-009883,CUST-014677,2024-05-16,Delivered,Credit Card,ExpressCargo,146.0,4.69,141.31,0.0,69.93
ORD-009884,CUST-014259,2024-05-21,Delivered,Credit Card,BlueDart,978.0,28.11,949.89,0.0,85.3
ORD-009885,CUST-008247,2024-06-02,Delivered,Credit Card,FastLogistics,38.0,0.99,37.01,5.0,73.39
ORD-009886,CUST-008352,2024-04-07,Delivered,Credit Card,FastLogistics,220.0,7.45,212.55,0.0,74.94
ORD-009887,CUST-001928,2024-08-07,Delivered,Credit Card,FastLogistics,98.0,7.12,90.88,0.0,82.61
ORD-009888,CUST-005342,2024-05-21,Delivered,UPI,ExpressCargo,68.0,1.09,66.91,5.0,68.41
ORD-009889,CUST-008782,2024-04-24,Returned,UPI,FastLogistics,110.0,3.97,106.03,0.0,70.41
ORD-009890,CUST-011707,2024-05-30,Delivered,Credit Card,FastLogistics,176.0,4.8,171.2,0.0,74.85
ORD-009891,CUST-011157,2024-08-08,Delivered,COD,ExpressCargo,19.5,0.82,18.68,5.0,75.54
ORD-009892,CUST-008097,2024-06-21,Delivered,UPI,ExpressCargo,190.0,4.92,185.08,0.0,66.79
ORD-009893,CUST-008473,2024-09-15,Delivered,Net Banking,BlueDart,39.0,1.66,37.34,5.0,89.28
ORD-009894,CUST-008987,2024-06-01,Delivered,COD,ExpressCargo,253.0,7.88,245.12,0.0,69.42
ORD-009895,CUST-007843,2024-09-05,Delivered,UPI,BlueDart,459.66,21.5,438.16,0.0,89.48
ORD-009896,CUST-002641,2024-08-23,Delivered,COD,BlueDart,219.06,9.44,209.62,0.0,92.77
ORD-009897,CUST-002284,2024-06-09,Delivered,Credit Card,FastLogistics,159.0,5.59,153.41,0.0,69.65
ORD-009898,CUST-012628,2024-04-13,Delivered,UPI,BlueDart,98.0,3.62,94.38,0.0,87.43
ORD-009899,CUST-010295,2024-08-28,Delivered,Net Banking,FastLogistics,411.72,34.32,377.4,0.0,83.98
ORD-009900,CUST-003310,2024-05-02,Delivered,Net Banking,FastLogistics,193.0,2.89,190.11,0.0,73.53
ORD-009901,CUST-011313,2024-09-12,Delivered,UPI,FastLogistics,84.6,5.0,79.6,5.0,86.92
ORD-009902,CUST-005413,2024-05-25,Delivered,Net Banking,FastLogistics,58.0,1.1,56.9,5.0,69.54
ORD-009903,CUST-011530,2024-09-04,Delivered,Credit Card,ExpressCargo,42.3,2.83,39.47,5.0,76.58
ORD-009904,CUST-008033,2024-05-24,Delivered,Net Banking,BlueDart,32.0,0.33,31.67,5.0,88.04
ORD-009905,CUST-008750,2024-09-09,Delivered,Net Banking,FastLogistics,64.0,5.29,58.71,5.0,81.8
ORD-009906,CUST-005926,2024-06-25,Delivered,UPI,ExpressCargo,465.5,15.14,450.36,0.0,67.72
ORD-009907,CUST-013448,2024-07-22,Delivered,Credit Card,ExpressCargo,289.6,20.85,268.75,0.0,77.3
ORD-009908,CUST-002473,2024-04-27,Delivered,Credit Card,FastLogistics,65.0,2.21,62.79,5.0,73.91
ORD-009909,CUST-000345,2024-04-23,Delivered,Credit Card,BlueDart,250.5,9.56,240.94,0.0,90.68
ORD-009910,CUST-014940,2024-08-08,Delivered,Credit Card,ExpressCargo,140.0,9.05,130.95,0.0,73.92
ORD-009911,CUST-008355,2024-08-25,Delivered,Credit Card,FastLogistics,190.0,15.09,174.91,0.0,87.66
ORD-009912,CUST-005895,2024-05-03,Delivered,Credit Card,ExpressCargo,190.0,4.88,185.12,0.0,69.51
ORD-009913,CUST-000787,2024-05-13,Delivered,UPI,ExpressCargo,28.0,0.51,27.49,5.0,67.68
ORD-009914,CUST-010071,2024-06-24,Returned,UPI,ExpressCargo,569.0,19.1,549.9,0.0,65.95
ORD-009915,CUST-006101,2024-06-30,Delivered,Credit Card,FastLogistics,114.0,2.71,111.29,0.0,70.78
ORD-009916,CUST-011277,2024-08-06,Delivered,Net Banking,FastLogistics,178.6,11.55,167.05,0.0,82.85
ORD-009917,CUST-000283,2024-04-28,Returned,Net Banking,FastLogistics,132.0,3.75,128.25,0.0,73.31
ORD-009918,CUST-009298,2024-08-02,Delivered,Credit Card,FastLogistics,178.6,13.28,165.32,0.0,87.43
ORD-009919,CUST-014928,2024-05-10,Delivered,Net Banking,BlueDart,95.0,2.86,92.14,0.0,86.65
ORD-009920,CUST-007369,2024-06-24,Delivered,Net Banking,FastLogistics,101.0,3.67,97.33,0.0,74.4
ORD-009921,CUST-002014,2024-08-30,Delivered,Net Banking,ExpressCargo,42.3,2.01,40.29,5.0,74.63
ORD-009922,CUST-008667,2024-09-15,Delivered,Credit Card,FastLogistics,308.6,21.75,286.85,0.0,87.09
ORD-009923,CUST-002258,2024-08-31,Delivered,Credit Card,ExpressCargo,140.0,7.46,132.54,0.0,75.65
ORD-009924,CUST-012182,2024-09-27,Delivered,COD,FastLogistics,74.26,3.77,70.49,5.0,86.73
ORD-009925,CUST-009784,2024-07-29,Delivered,Credit Card,BlueDart,84.6,4.99,79.61,5.0,90.34
ORD-009926,CUST-011120,2024-07-30,Delivered,COD,FastLogistics,458.6,25.11,433.49,0.0,86.34
ORD-009927,CUST-014088,2024-09-13,Delivered,Credit Card,FastLogistics,474.6,24.88,449.72,0.0,85.84
ORD-009928,CUST-009951,2024-07-15,Delivered,Credit Card,ExpressCargo,413.12,25.94,387.18,0.0,76.2
ORD-009929,CUST-001234,2024-04-07,Delivered,UPI,ExpressCargo,65.0,1.76,63.24,5.0,70.92
ORD-009930,CUST-004933,2024-04-06,Delivered,UPI,FastLogistics,550.0,12.97,537.03,0.0,73.93
ORD-009931,CUST-001315,2024-06-30,Delivered,Credit Card,ExpressCargo,398.0,8.03,389.97,0.0,68.76
ORD-009932,CUST-000042,2024-04-26,Delivered,Net Banking,BlueDart,978.0,22.17,955.83,0.0,87.94
ORD-009933,CUST-001161,2024-06-30,Delivered,UPI,BlueDart,294.0,3.12,290.88,0.0,90.72
ORD-009934,CUST-012103,2024-05-15,Delivered,Credit Card,ExpressCargo,48.0,0.83,47.17,5.0,68.17
ORD-009935,CUST-011947,2024-05-07,Delivered,Credit Card,BlueDart,76.0,2.78,73.22,5.0,90.07
ORD-009936,CUST-003661,2024-07-11,Delivered,UPI,FastLogistics,170.0,7.1,162.9,0.0,82.65
ORD-009937,CUST-010568,2024-07-14,Delivered,Credit Card,FastLogistics,187.06,16.75,170.31,0.0,83.61
ORD-009938,CUST-004208,2024-08-07,Delivered,Net Banking,FastLogistics,29.0,2.24,26.76,5.0,84.7
ORD-009939,CUST-002565,2024-05-15,Delivered,Credit Card,FastLogistics,64.0,1.19,62.81,5.0,71.89
ORD-009940,CUST-009846,2024-05-29,Delivered,Credit Card,FastLogistics,584.0,18.94,565.06,0.0,69.6
ORD-009941,CUST-004398,2024-04-30,Delivered,Net Banking,FastLogistics,294.0,8.92,285.08,0.0,71.89
ORD-009942,CUST-003067,2024-05-19,Delivered,COD,FastLogistics,42.0,0.9,41.1,5.0,74.34
ORD-009943,CUST-008409,2024-07-12,Returned,Credit Card,FastLogistics,42.0,3.11,38.89,5.0,83.73
ORD-009944,CUST-002253,2024-09-16,Delivered,Credit Card,ExpressCargo,202.3,18.1,184.2,0.0,76.28
ORD-009945,CUST-014502,2024-06-10,Delivered,UPI,BlueDart,509.0,19.09,489.91,0.0,90.7
ORD-009946,CUST-001961,2024-04-29,Delivered,Net Banking,ExpressCargo,64.0,1.72,62.28,5.0,70.48
ORD-009947,CUST-008727,2024-05-05,Delivered,Net Banking,ExpressCargo,255.0,4.29,250.71,0.0,71.05
ORD-009948,CUST-014618,2024-06-13,Delivered,Credit Card,ExpressCargo,197.5,7.23,190.27,0.0,68.1
ORD-009949,CUST-003504,2024-04-10,Delivered,UPI,FastLogistics,133.0,4.43,128.57,0.0,73.84
ORD-009950,CUST-009893,2024-07-01,Delivered,UPI,FastLogistics,365.0,29.26,335.74,0.0,84.26
ORD-009951,CUST-010287,2024-07-31,Delivered,Credit Card,FastLogistics,429.0,32.63,396.37,0.0,85.43
ORD-009952,CUST-012036,2024-05-21,Delivered,Credit Card,ExpressCargo,1453.0,41.59,1411.41,0.0,66.5
ORD-009953,CUST-013412,2024-08-18,Delivered,Credit Card,BlueDart,153.0,7.8,145.2,0.0,90.14
ORD-009954,CUST-002955,2024-07-31,Delivered,UPI,ExpressCargo,42.3,2.66,39.64,5.0,75.69
ORD-009955,CUST-010414,2024-08-24,Delivered,UPI,ExpressCargo,85.0,4.84,80.16,0.0,74.64
ORD-009956,CUST-005964,2024-09-22,Delivered,UPI,FastLogistics,288.0,20.47,267.53,0.0,86.28
ORD-009957,CUST-007546,2024-07-04,Delivered,UPI,ExpressCargo,98.0,4.35,93.65,0.0,75.73
ORD-009958,CUST-007610,2024-08-27,Delivered,Credit Card,ExpressCargo,140.0,9.91,130.09,0.0,73.8
ORD-009959,CUST-007676,2024-09-05,Delivered,Net Banking,BlueDart,85.0,5.87,79.13,5.0,92.05
ORD-009960,CUST-010175,2024-07-09,Delivered,Net Banking,ExpressCargo,124.0,11.04,112.96,0.0,76.97
ORD-009961,CUST-013145,2024-05-24,Delivered,UPI,ExpressCargo,140.0,2.39,137.61,0.0,69.87
ORD-009962,CUST-013307,2024-07-01,Delivered,Credit Card,FastLogistics,233.52,10.14,223.38,0.0,85.18
ORD-009963,CUST-006288,2024-07-10,Delivered,Credit Card,BlueDart,95.0,6.5,88.5,0.0,91.38
ORD-009964,CUST-007587,2024-08-03,Delivered,COD,ExpressCargo,638.26,47.05,591.21,0.0,76.11
ORD-009965,CUST-013240,2024-05-31,Delivered,Credit Card,ExpressCargo,523.0,7.51,515.49,0.0,68.18
ORD-009966,CUST-001615,2024-04-21,Delivered,Net Banking,BlueDart,90.0,2.74,87.26,0.0,88.59
ORD-009967,CUST-006974,2024-06-15,Delivered,COD,ExpressCargo,19.5,0.21,19.29,5.0,67.7
ORD-009968,CUST-007758,2024-09-11,Delivered,Net Banking,FastLogistics,222.0,17.17,204.83,0.0,84.77
ORD-009969,CUST-012266,2024-09-14,Delivered,COD,FastLogistics,49.0,2.91,46.09,5.0,86.75
ORD-009970,CUST-004822,2024-09-02,Delivered,Credit Card,BlueDart,222.0,18.96,203.04,0.0,92.88
ORD-009971,CUST-007687,2024-07-27,Delivered,Credit Card,FastLogistics,38.0,1.74,36.26,5.0,84.12
ORD-009972,CUST-009592,2024-08-27,Delivered,Net Banking,FastLogistics,61.8,2.57,59.23,5.0,82.57
ORD-009973,CUST-008042,2024-05-19,Delivered,UPI,ExpressCargo,28.0,0.34,27.66,5.0,67.97
ORD-009974,CUST-005954,2024-06-25,Delivered,Credit Card,FastLogistics,564.0,16.26,547.74,0.0,71.98
ORD-009975,CUST-013740,2024-08-20,Delivered,Credit Card,FastLogistics,214.0,15.95,198.05,0.0,87.72
ORD-009976,CUST-000752,2024-05-26,Delivered,UPI,FastLogistics,263.0,5.46,257.54,0.0,71.47
ORD-009977,CUST-000501,2024-04-22,Returned,Credit Card,BlueDart,255.0,9.78,245.22,0.0,88.77
ORD-009978,CUST-010445,2024-05-02,Delivered,Credit Card,FastLogistics,32.0,1.24,30.76,5.0,70.18
ORD-009979,CUST-012166,2024-08-06,Delivered,Credit Card,FastLogistics,51.5,3.26,48.24,5.0,86.27
ORD-009980,CUST-010748,2024-05-08,Delivered,COD,ExpressCargo,74.0,0.74,73.26,5.0,65.68
ORD-009981,CUST-009478,2024-06-01,Delivered,UPI,BlueDart,978.0,10.31,967.69,0.0,85.03
ORD-009982,CUST-011037,2024-08-13,Delivered,Net Banking,ExpressCargo,280.0,13.81,266.19,0.0,75.12
ORD-009983,CUST-002729,2024-06-14,Delivered,Credit Card,BlueDart,376.0,11.67,364.33,0.0,86.87
ORD-009984,CUST-014239,2024-08-30,Delivered,UPI,FastLogistics,62.0,3.41,58.59,5.0,85.17
ORD-009985,CUST-003711,2024-08-11,Delivered,UPI,FastLogistics,84.6,5.19,79.41,5.0,86.6
ORD-009986,CUST-008002,2024-04-18,Delivered,COD,FastLogistics,272.0,10.76,261.24,0.0,75.39
ORD-009987,CUST-005394,2024-06-15,Delivered,Net Banking,FastLogistics,141.0,4.58,136.42,0.0,74.33
ORD-009988,CUST-011026,2024-05-11,Delivered,Net Banking,FastLogistics,61.0,1.77,59.23,5.0,71.12
ORD-009989,CUST-006338,2024-06-14,Delivered,Credit Card,FastLogistics,152.0,3.34,148.66,0.0,74.13
ORD-009990,CUST-004663,2024-04-11,Delivered,Credit Card,FastLogistics,255.0,2.72,252.28,0.0,74.86
ORD-009991,CUST-005302,2024-07-24,Delivered,Credit Card,ExpressCargo,148.52,12.78,135.74,0.0,73.85
ORD-009992,CUST-001556,2024-04-13,Delivered,UPI,FastLogistics,474.0,4.93,469.07,0.0,73.19
ORD-009993,CUST-002450,2024-05-25,Delivered,COD,FastLogistics,64.0,2.38,61.62,5.0,74.85
ORD-009994,CUST-014585,2024-04-13,Returned,Credit Card,BlueDart,79.0,2.61,76.39,5.0,90.27
ORD-009995,CUST-000038,2024-08-11,Delivered,UPI,FastLogistics,152.5,11.88,140.62,0.0,85.57
ORD-009996,CUST-011022,2024-08-20,Delivered,Net Banking,ExpressCargo,248.26,11.3,236.96,0.0,77.23
ORD-009997,CUST-011292,2024-07-05,Delivered,Credit Card,FastLogistics,32.0,1.33,30.67,5.0,86.11
