order_item_id,order_id,product_id,quantity,unit_price,unit_cogs,item_total
ITEM-0006505,ORD-003940,PRD-103,2,74.26,45.0,148.52
ITEM-0006506,ORD-003940,PRD-109,2,32.0,12.0,64.0
ITEM-0006507,ORD-003940,PRD-115,2,28.0,11.0,56.0
ITEM-0006508,ORD-003941,PRD-119,1,16.0,8.0,16.0
ITEM-0006509,ORD-003942,PRD-105,2,42.3,22.0,84.6
ITEM-0006510,ORD-003943,PRD-104,2,89.3,55.0,178.6
ITEM-0006511,ORD-003944,PRD-112,2,49.0,22.0,98.0
ITEM-0006512,ORD-003944,PRD-117,2,42.0,16.0,84.0
ITEM-0006513,ORD-003945,PRD-119,2,16.0,8.0,32.0
ITEM-0006514,ORD-003945,PRD-107,1,65.0,24.0,65.0
ITEM-0006515,ORD-003945,PRD-110,1,95.0,42.0,95.0
ITEM-0006516,ORD-003946,PRD-102,1,459.66,310.0,459.66
ITEM-0006517,ORD-003947,PRD-108,2,140.0,65.0,280.0
ITEM-0006518,ORD-003947,PRD-107,1,65.0,24.0,65.0
ITEM-0006519,ORD-003947,PRD-101,1,199.0,120.0,199.0
ITEM-0006520,ORD-003948,PRD-109,2,32.0,12.0,64.0
ITEM-0006521,ORD-003949,PRD-117,2,42.0,16.0,84.0
ITEM-0006522,ORD-003949,PRD-112,1,49.0,22.0,49.0
ITEM-0006523,ORD-003950,PRD-111,1,38.0,18.0,38.0
ITEM-0006524,ORD-003951,PRD-116,1,62.0,26.0,62.0
ITEM-0006525,ORD-003951,PRD-109,1,32.0,12.0,32.0
ITEM-0006526,ORD-003951,PRD-111,2,38.0,18.0,76.0
ITEM-0006527,ORD-003952,PRD-109,2,32.0,12.0,64.0
ITEM-0006528,ORD-003953,PRD-102,1,489.0,310.0,489.0
ITEM-0006529,ORD-003954,PRD-104,1,95.0,55.0,95.0
ITEM-0006530,ORD-003955,PRD-106,2,85.0,38.0,170.0
ITEM-0006531,ORD-003956,PRD-116,2,62.0,26.0,124.0
ITEM-0006532,ORD-003957,PRD-104,2,89.3,55.0,178.6
ITEM-0006533,ORD-003957,PRD-109,2,32.0,12.0,64.0
ITEM-0006534,ORD-003957,PRD-108,2,140.0,65.0,280.0
ITEM-0006535,ORD-003958,PRD-103,1,74.26,45.0,74.26
ITEM-0006536,ORD-003958,PRD-105,1,42.3,22.0,42.3
ITEM-0006537,ORD-003959,PRD-105,2,42.3,22.0,84.6
ITEM-0006538,ORD-003959,PRD-116,1,62.0,26.0,62.0
ITEM-0006539,ORD-003960,PRD-116,2,62.0,26.0,124.0
ITEM-0006540,ORD-003961,PRD-113,2,195.0,110.0,390.0
ITEM-0006541,ORD-003961,PRD-112,1,49.0,22.0,49.0
ITEM-0006542,ORD-003962,PRD-116,1,62.0,26.0,62.0
ITEM-0006543,ORD-003963,PRD-109,1,32.0,12.0,32.0
ITEM-0006544,ORD-003963,PRD-119,2,16.0,8.0,32.0
ITEM-0006545,ORD-003964,PRD-118,2,19.5,9.5,39.0
ITEM-0006546,ORD-003965,PRD-110,1,95.0,42.0,95.0
ITEM-0006547,ORD-003966,PRD-106,1,85.0,38.0,85.0
ITEM-0006548,ORD-003967,PRD-107,1,65.0,24.0,65.0
ITEM-0006549,ORD-003968,PRD-117,2,42.0,16.0,84.0
ITEM-0006550,ORD-003969,PRD-103,1,79.0,45.0,79.0
ITEM-0006551,ORD-003970,PRD-107,2,65.0,24.0,130.0
ITEM-0006552,ORD-003971,PRD-103,2,74.26,45.0,148.52
ITEM-0006553,ORD-003972,PRD-109,2,32.0,12.0,64.0
ITEM-0006554,ORD-003973,PRD-111,2,38.0,18.0,76.0
ITEM-0006555,ORD-003973,PRD-108,1,140.0,65.0,140.0
ITEM-0006556,ORD-003974,PRD-118,1,19.5,9.5,19.5
ITEM-0006557,ORD-003975,PRD-102,1,489.0,310.0,489.0
ITEM-0006558,ORD-003976,PRD-112,1,49.0,22.0,49.0
ITEM-0006559,ORD-003977,PRD-108,2,140.0,65.0,280.0
ITEM-0006560,ORD-003977,PRD-106,1,85.0,38.0,85.0
ITEM-0006561,ORD-003978,PRD-112,2,49.0,22.0,98.0
ITEM-0006562,ORD-003978,PRD-111,1,38.0,18.0,38.0
ITEM-0006563,ORD-003979,PRD-118,2,19.5,9.5,39.0
ITEM-0006564,ORD-003980,PRD-104,1,89.3,55.0,89.3
ITEM-0006565,ORD-003981,PRD-119,2,16.0,8.0,32.0
ITEM-0006566,ORD-003982,PRD-110,1,95.0,42.0,95.0
ITEM-0006567,ORD-003982,PRD-116,2,62.0,26.0,124.0
ITEM-0006568,ORD-003982,PRD-108,2,140.0,65.0,280.0
ITEM-0006569,ORD-003983,PRD-101,1,187.06,120.0,187.06
ITEM-0006570,ORD-003984,PRD-117,2,42.0,16.0,84.0
ITEM-0006571,ORD-003984,PRD-114,2,29.0,14.0,58.0
ITEM-0006572,ORD-003985,PRD-110,2,95.0,42.0,190.0
ITEM-0006573,ORD-003986,PRD-114,2,29.0,14.0,58.0
ITEM-0006574,ORD-003986,PRD-105,2,45.0,22.0,90.0
ITEM-0006575,ORD-003987,PRD-110,2,95.0,42.0,190.0
ITEM-0006576,ORD-003988,PRD-106,2,85.0,38.0,170.0
ITEM-0006577,ORD-003989,PRD-114,1,29.0,14.0,29.0
ITEM-0006578,ORD-003990,PRD-115,2,28.0,11.0,56.0
ITEM-0006579,ORD-003991,PRD-118,2,19.5,9.5,39.0
ITEM-0006580,ORD-003992,PRD-113,1,195.0,110.0,195.0
ITEM-0006581,ORD-003992,PRD-108,2,140.0,65.0,280.0
ITEM-0006582,ORD-003993,PRD-119,1,16.0,8.0,16.0
ITEM-0006583,ORD-003993,PRD-114,1,29.0,14.0,29.0
ITEM-0006584,ORD-003993,PRD-101,2,187.06,120.0,374.12
ITEM-0006585,ORD-003994,PRD-117,2,42.0,16.0,84.0
ITEM-0006586,ORD-003994,PRD-111,1,38.0,18.0,38.0
ITEM-0006587,ORD-003995,PRD-110,2,95.0,42.0,190.0
ITEM-0006588,ORD-003995,PRD-116,2,62.0,26.0,124.0
ITEM-0006589,ORD-003995,PRD-108,1,140.0,65.0,140.0
ITEM-0006590,ORD-003996,PRD-113,1,195.0,110.0,195.0
ITEM-0006591,ORD-003996,PRD-110,2,95.0,42.0,190.0
ITEM-0006592,ORD-003997,PRD-114,2,29.0,14.0,58.0
ITEM-0006593,ORD-003998,PRD-115,2,28.0,11.0,56.0
ITEM-0006594,ORD-003999,PRD-117,1,42.0,16.0,42.0
ITEM-0006595,ORD-004000,PRD-113,1,195.0,110.0,195.0
ITEM-0006596,ORD-004001,PRD-103,2,79.0,45.0,158.0
ITEM-0006597,ORD-004002,PRD-112,2,49.0,22.0,98.0
ITEM-0006598,ORD-004003,PRD-116,2,62.0,26.0,124.0
ITEM-0006599,ORD-004004,PRD-112,1,49.0,22.0,49.0
ITEM-0006600,ORD-004005,PRD-117,1,42.0,16.0,42.0
ITEM-0006601,ORD-004005,PRD-113,1,195.0,110.0,195.0
ITEM-0006602,ORD-004005,PRD-114,2,29.0,14.0,58.0
ITEM-0006603,ORD-004006,PRD-102,1,489.0,310.0,489.0
ITEM-0006604,ORD-004006,PRD-112,2,49.0,22.0,98.0
ITEM-0006605,ORD-004007,PRD-104,1,95.0,55.0,95.0
ITEM-0006606,ORD-004007,PRD-101,1,199.0,120.0,199.0
ITEM-0006607,ORD-004008,PRD-113,1,195.0,110.0,195.0
ITEM-0006608,ORD-004009,PRD-117,1,42.0,16.0,42.0
ITEM-0006609,ORD-004009,PRD-108,1,140.0,65.0,140.0
ITEM-0006610,ORD-004010,PRD-102,2,459.66,310.0,919.32
ITEM-0006611,ORD-004011,PRD-108,2,140.0,65.0,280.0
ITEM-0006612,ORD-004012,PRD-105,1,45.0,22.0,45.0
ITEM-0006613,ORD-004012,PRD-107,1,65.0,24.0,65.0
ITEM-0006614,ORD-004013,PRD-112,1,49.0,22.0,49.0
ITEM-0006615,ORD-004014,PRD-114,2,29.0,14.0,58.0
ITEM-0006616,ORD-004014,PRD-106,2,85.0,38.0,170.0
ITEM-0006617,ORD-004014,PRD-118,1,19.5,9.5,19.5
ITEM-0006618,ORD-004015,PRD-115,2,28.0,11.0,56.0
ITEM-0006619,ORD-004016,PRD-117,1,42.0,16.0,42.0
ITEM-0006620,ORD-004017,PRD-107,2,65.0,24.0,130.0
ITEM-0006621,ORD-004018,PRD-101,1,187.06,120.0,187.06
ITEM-0006622,ORD-004018,PRD-111,1,38.0,18.0,38.0
ITEM-0006623,ORD-004018,PRD-106,2,85.0,38.0,170.0
ITEM-0006624,ORD-004019,PRD-111,2,38.0,18.0,76.0
ITEM-0006625,ORD-004019,PRD-110,2,95.0,42.0,190.0
ITEM-0006626,ORD-004019,PRD-105,2,45.0,22.0,90.0
ITEM-0006627,ORD-004019,PRD-115,2,28.0,11.0,56.0
ITEM-0006628,ORD-004020,PRD-115,2,28.0,11.0,56.0
ITEM-0006629,ORD-004021,PRD-102,2,459.66,310.0,919.32
ITEM-0006630,ORD-004022,PRD-103,1,79.0,45.0,79.0
ITEM-0006631,ORD-004023,PRD-114,1,29.0,14.0,29.0
ITEM-0006632,ORD-004023,PRD-101,1,199.0,120.0,199.0
ITEM-0006633,ORD-004023,PRD-119,1,16.0,8.0,16.0
ITEM-0006634,ORD-004024,PRD-103,1,79.0,45.0,79.0
ITEM-0006635,ORD-004025,PRD-111,2,38.0,18.0,76.0
ITEM-0006636,ORD-004026,PRD-114,1,29.0,14.0,29.0
ITEM-0006637,ORD-004027,PRD-110,2,95.0,42.0,190.0
ITEM-0006638,ORD-004027,PRD-106,1,85.0,38.0,85.0
ITEM-0006639,ORD-004027,PRD-109,2,32.0,12.0,64.0
ITEM-0006640,ORD-004028,PRD-115,2,28.0,11.0,56.0
ITEM-0006641,ORD-004028,PRD-116,1,62.0,26.0,62.0
ITEM-0006642,ORD-004029,PRD-110,2,95.0,42.0,190.0
ITEM-0006643,ORD-004030,PRD-103,1,74.26,45.0,74.26
ITEM-0006644,ORD-004031,PRD-109,2,32.0,12.0,64.0
ITEM-0006645,ORD-004032,PRD-116,1,62.0,26.0,62.0
ITEM-0006646,ORD-004032,PRD-109,1,32.0,12.0,32.0
ITEM-0006647,ORD-004032,PRD-108,2,140.0,65.0,280.0
ITEM-0006648,ORD-004033,PRD-109,2,32.0,12.0,64.0
ITEM-0006649,ORD-004034,PRD-105,2,42.3,22.0,84.6
ITEM-0006650,ORD-004035,PRD-107,1,65.0,24.0,65.0
ITEM-0006651,ORD-004036,PRD-111,1,38.0,18.0,38.0
ITEM-0006652,ORD-004037,PRD-106,2,85.0,38.0,170.0
ITEM-0006653,ORD-004038,PRD-118,1,19.5,9.5,19.5
ITEM-0006654,ORD-004039,PRD-107,1,65.0,24.0,65.0
ITEM-0006655,ORD-004040,PRD-115,1,28.0,11.0,28.0
ITEM-0006656,ORD-004041,PRD-113,1,195.0,110.0,195.0
ITEM-0006657,ORD-004042,PRD-104,1,95.0,55.0,95.0
ITEM-0006658,ORD-004042,PRD-113,1,195.0,110.0,195.0
ITEM-0006659,ORD-004043,PRD-114,1,29.0,14.0,29.0
ITEM-0006660,ORD-004043,PRD-107,1,65.0,24.0,65.0
ITEM-0006661,ORD-004043,PRD-103,1,79.0,45.0,79.0
ITEM-0006662,ORD-004043,PRD-113,1,195.0,110.0,195.0
ITEM-0006663,ORD-004044,PRD-117,1,42.0,16.0,42.0
ITEM-0006664,ORD-004044,PRD-109,1,32.0,12.0,32.0
ITEM-0006665,ORD-004045,PRD-110,1,95.0,42.0,95.0
ITEM-0006666,ORD-004046,PRD-114,2,29.0,14.0,58.0
ITEM-0006667,ORD-004047,PRD-111,2,38.0,18.0,76.0
ITEM-0006668,ORD-004047,PRD-109,1,32.0,12.0,32.0
ITEM-0006669,ORD-004047,PRD-102,2,489.0,310.0,978.0
ITEM-0006670,ORD-004048,PRD-116,1,62.0,26.0,62.0
ITEM-0006671,ORD-004049,PRD-102,1,459.66,310.0,459.66
ITEM-0006672,ORD-004050,PRD-117,1,42.0,16.0,42.0
ITEM-0006673,ORD-004051,PRD-117,1,42.0,16.0,42.0
ITEM-0006674,ORD-004052,PRD-112,1,49.0,22.0,49.0
ITEM-0006675,ORD-004053,PRD-117,2,42.0,16.0,84.0
ITEM-0006676,ORD-004054,PRD-104,1,89.3,55.0,89.3
ITEM-0006677,ORD-004055,PRD-101,1,199.0,120.0,199.0
ITEM-0006678,ORD-004056,PRD-109,2,32.0,12.0,64.0
ITEM-0006679,ORD-004057,PRD-116,1,62.0,26.0,62.0
ITEM-0006680,ORD-004057,PRD-119,2,16.0,8.0,32.0
ITEM-0006681,ORD-004058,PRD-102,1,489.0,310.0,489.0
ITEM-0006682,ORD-004059,PRD-103,1,74.26,45.0,74.26
ITEM-0006683,ORD-004059,PRD-115,1,28.0,11.0,28.0
ITEM-0006684,ORD-004059,PRD-105,2,42.3,22.0,84.6
ITEM-0006685,ORD-004060,PRD-115,2,28.0,11.0,56.0
ITEM-0006686,ORD-004060,PRD-104,1,95.0,55.0,95.0
ITEM-0006687,ORD-004061,PRD-101,2,187.06,120.0,374.12
ITEM-0006688,ORD-004062,PRD-104,2,89.3,55.0,178.6
ITEM-0006689,ORD-004063,PRD-103,2,79.0,45.0,158.0
ITEM-0006690,ORD-004064,PRD-104,2,95.0,55.0,190.0
ITEM-0006691,ORD-004064,PRD-107,1,65.0,24.0,65.0
ITEM-0006692,ORD-004064,PRD-105,2,45.0,22.0,90.0
ITEM-0006693,ORD-004065,PRD-104,1,95.0,55.0,95.0
ITEM-0006694,ORD-004065,PRD-114,2,29.0,14.0,58.0
ITEM-0006695,ORD-004066,PRD-105,1,42.3,22.0,42.3
ITEM-0006696,ORD-004067,PRD-105,2,45.0,22.0,90.0
ITEM-0006697,ORD-004068,PRD-115,1,28.0,11.0,28.0
ITEM-0006698,ORD-004068,PRD-118,1,19.5,9.5,19.5
ITEM-0006699,ORD-004069,PRD-106,2,85.0,38.0,170.0
ITEM-0006700,ORD-004070,PRD-110,1,95.0,42.0,95.0
ITEM-0006701,ORD-004070,PRD-106,1,85.0,38.0,85.0
ITEM-0006702,ORD-004071,PRD-119,2,16.0,8.0,32.0
ITEM-0006703,ORD-004072,PRD-113,1,195.0,110.0,195.0
ITEM-0006704,ORD-004072,PRD-101,2,199.0,120.0,398.0
ITEM-0006705,ORD-004073,PRD-113,2,195.0,110.0,390.0
ITEM-0006706,ORD-004073,PRD-111,2,38.0,18.0,76.0
ITEM-0006707,ORD-004073,PRD-117,2,42.0,16.0,84.0
ITEM-0006708,ORD-004074,PRD-104,2,89.3,55.0,178.6
ITEM-0006709,ORD-004074,PRD-102,1,459.66,310.0,459.66
ITEM-0006710,ORD-004075,PRD-102,1,489.0,310.0,489.0
ITEM-0006711,ORD-004076,PRD-116,1,62.0,26.0,62.0
ITEM-0006712,ORD-004077,PRD-109,1,32.0,12.0,32.0
ITEM-0006713,ORD-004078,PRD-114,1,29.0,14.0,29.0
ITEM-0006714,ORD-004079,PRD-103,1,79.0,45.0,79.0
ITEM-0006715,ORD-004080,PRD-107,2,65.0,24.0,130.0
ITEM-0006716,ORD-004081,PRD-117,1,42.0,16.0,42.0
ITEM-0006717,ORD-004082,PRD-113,2,195.0,110.0,390.0
ITEM-0006718,ORD-004083,PRD-115,2,28.0,11.0,56.0
ITEM-0006719,ORD-004084,PRD-119,1,16.0,8.0,16.0
ITEM-0006720,ORD-004084,PRD-109,2,32.0,12.0,64.0
ITEM-0006721,ORD-004084,PRD-113,2,195.0,110.0,390.0
ITEM-0006722,ORD-004085,PRD-113,1,195.0,110.0,195.0
ITEM-0006723,ORD-004086,PRD-107,2,65.0,24.0,130.0
ITEM-0006724,ORD-004087,PRD-108,2,140.0,65.0,280.0
ITEM-0006725,ORD-004088,PRD-113,2,195.0,110.0,390.0
ITEM-0006726,ORD-004088,PRD-109,2,32.0,12.0,64.0
ITEM-0006727,ORD-004089,PRD-119,2,16.0,8.0,32.0
ITEM-0006728,ORD-004090,PRD-101,2,187.06,120.0,374.12
ITEM-0006729,ORD-004090,PRD-111,2,38.0,18.0,76.0
ITEM-0006730,ORD-004091,PRD-113,1,195.0,110.0,195.0
ITEM-0006731,ORD-004091,PRD-105,1,42.3,22.0,42.3
ITEM-0006732,ORD-004092,PRD-108,1,140.0,65.0,140.0
ITEM-0006733,ORD-004093,PRD-103,1,79.0,45.0,79.0
ITEM-0006734,ORD-004093,PRD-112,1,49.0,22.0,49.0
ITEM-0006735,ORD-004094,PRD-106,1,85.0,38.0,85.0
ITEM-0006736,ORD-004094,PRD-117,1,42.0,16.0,42.0
ITEM-0006737,ORD-004095,PRD-109,2,32.0,12.0,64.0
ITEM-0006738,ORD-004096,PRD-103,2,79.0,45.0,158.0
ITEM-0006739,ORD-004096,PRD-116,1,62.0,26.0,62.0
ITEM-0006740,ORD-004097,PRD-118,1,19.5,9.5,19.5
ITEM-0006741,ORD-004098,PRD-113,1,195.0,110.0,195.0
ITEM-0006742,ORD-004098,PRD-116,1,62.0,26.0,62.0
ITEM-0006743,ORD-004099,PRD-114,2,29.0,14.0,58.0
ITEM-0006744,ORD-004099,PRD-105,2,45.0,22.0,90.0
ITEM-0006745,ORD-004099,PRD-109,2,32.0,12.0,64.0
ITEM-0006746,ORD-004100,PRD-118,1,19.5,9.5,19.5
ITEM-0006747,ORD-004101,PRD-112,1,49.0,22.0,49.0
ITEM-0006748,ORD-004101,PRD-110,2,95.0,42.0,190.0
ITEM-0006749,ORD-004102,PRD-116,2,62.0,26.0,124.0
ITEM-0006750,ORD-004103,PRD-119,2,16.0,8.0,32.0
ITEM-0006751,ORD-004104,PRD-108,2,140.0,65.0,280.0
ITEM-0006752,ORD-004105,PRD-102,2,459.66,310.0,919.32
ITEM-0006753,ORD-004106,PRD-114,2,29.0,14.0,58.0
ITEM-0006754,ORD-004107,PRD-112,2,49.0,22.0,98.0
ITEM-0006755,ORD-004107,PRD-106,2,85.0,38.0,170.0
ITEM-0006756,ORD-004108,PRD-110,2,95.0,42.0,190.0
ITEM-0006757,ORD-004108,PRD-105,1,45.0,22.0,45.0
ITEM-0006758,ORD-004109,PRD-107,2,65.0,24.0,130.0
ITEM-0006759,ORD-004109,PRD-119,1,16.0,8.0,16.0
ITEM-0006760,ORD-004110,PRD-111,2,38.0,18.0,76.0
ITEM-0006761,ORD-004111,PRD-118,2,19.5,9.5,39.0
ITEM-0006762,ORD-004111,PRD-113,1,195.0,110.0,195.0
ITEM-0006763,ORD-004111,PRD-114,1,29.0,14.0,29.0
ITEM-0006764,ORD-004112,PRD-117,2,42.0,16.0,84.0
ITEM-0006765,ORD-004113,PRD-113,2,195.0,110.0,390.0
ITEM-0006766,ORD-004113,PRD-108,2,140.0,65.0,280.0
ITEM-0006767,ORD-004113,PRD-106,1,85.0,38.0,85.0
ITEM-0006768,ORD-004113,PRD-115,1,28.0,11.0,28.0
ITEM-0006769,ORD-004114,PRD-108,1,140.0,65.0,140.0
ITEM-0006770,ORD-004114,PRD-102,1,489.0,310.0,489.0
ITEM-0006771,ORD-004115,PRD-110,2,95.0,42.0,190.0
ITEM-0006772,ORD-004115,PRD-112,1,49.0,22.0,49.0
ITEM-0006773,ORD-004115,PRD-102,2,489.0,310.0,978.0
ITEM-0006774,ORD-004115,PRD-119,1,16.0,8.0,16.0
ITEM-0006775,ORD-004116,PRD-114,2,29.0,14.0,58.0
ITEM-0006776,ORD-004116,PRD-115,2,28.0,11.0,56.0
ITEM-0006777,ORD-004117,PRD-105,1,42.3,22.0,42.3
ITEM-0006778,ORD-004118,PRD-117,1,42.0,16.0,42.0
ITEM-0006779,ORD-004119,PRD-112,2,49.0,22.0,98.0
ITEM-0006780,ORD-004119,PRD-119,1,16.0,8.0,16.0
ITEM-0006781,ORD-004120,PRD-101,1,199.0,120.0,199.0
ITEM-0006782,ORD-004121,PRD-104,1,89.3,55.0,89.3
ITEM-0006783,ORD-004122,PRD-108,1,140.0,65.0,140.0
ITEM-0006784,ORD-004122,PRD-111,1,38.0,18.0,38.0
ITEM-0006785,ORD-004123,PRD-111,2,38.0,18.0,76.0
ITEM-0006786,ORD-004123,PRD-102,1,489.0,310.0,489.0
ITEM-0006787,ORD-004123,PRD-107,1,65.0,24.0,65.0
ITEM-0006788,ORD-004124,PRD-114,1,29.0,14.0,29.0
ITEM-0006789,ORD-004124,PRD-108,1,140.0,65.0,140.0
ITEM-0006790,ORD-004124,PRD-109,2,32.0,12.0,64.0
ITEM-0006791,ORD-004125,PRD-103,1,74.26,45.0,74.26
ITEM-0006792,ORD-004125,PRD-114,1,29.0,14.0,29.0
ITEM-0006793,ORD-004125,PRD-119,2,16.0,8.0,32.0
ITEM-0006794,ORD-004126,PRD-117,2,42.0,16.0,84.0
ITEM-0006795,ORD-004126,PRD-108,2,140.0,65.0,280.0
ITEM-0006796,ORD-004127,PRD-119,1,16.0,8.0,16.0
ITEM-0006797,ORD-004128,PRD-104,1,95.0,55.0,95.0
ITEM-0006798,ORD-004128,PRD-102,2,489.0,310.0,978.0
ITEM-0006799,ORD-004128,PRD-108,2,140.0,65.0,280.0
ITEM-0006800,ORD-004129,PRD-106,1,85.0,38.0,85.0
ITEM-0006801,ORD-004130,PRD-111,2,38.0,18.0,76.0
ITEM-0006802,ORD-004131,PRD-105,2,45.0,22.0,90.0
ITEM-0006803,ORD-004131,PRD-119,1,16.0,8.0,16.0
ITEM-0006804,ORD-004131,PRD-101,2,199.0,120.0,398.0
ITEM-0006805,ORD-004132,PRD-114,2,29.0,14.0,58.0
ITEM-0006806,ORD-004133,PRD-118,2,19.5,9.5,39.0
ITEM-0006807,ORD-004134,PRD-108,1,140.0,65.0,140.0
ITEM-0006808,ORD-004134,PRD-114,2,29.0,14.0,58.0
ITEM-0006809,ORD-004135,PRD-109,2,32.0,12.0,64.0
ITEM-0006810,ORD-004135,PRD-118,1,19.5,9.5,19.5
ITEM-0006811,ORD-004136,PRD-115,1,28.0,11.0,28.0
ITEM-0006812,ORD-004136,PRD-108,1,140.0,65.0,140.0
ITEM-0006813,ORD-004136,PRD-103,2,79.0,45.0,158.0
ITEM-0006814,ORD-004136,PRD-111,2,38.0,18.0,76.0
ITEM-0006815,ORD-004137,PRD-108,1,140.0,65.0,140.0
ITEM-0006816,ORD-004138,PRD-112,2,49.0,22.0,98.0
ITEM-0006817,ORD-004139,PRD-119,2,16.0,8.0,32.0
ITEM-0006818,ORD-004139,PRD-107,1,65.0,24.0,65.0
ITEM-0006819,ORD-004140,PRD-105,1,45.0,22.0,45.0
ITEM-0006820,ORD-004141,PRD-112,1,49.0,22.0,49.0
ITEM-0006821,ORD-004142,PRD-105,2,42.3,22.0,84.6
ITEM-0006822,ORD-004142,PRD-113,2,195.0,110.0,390.0
ITEM-0006823,ORD-004143,PRD-115,1,28.0,11.0,28.0
ITEM-0006824,ORD-004144,PRD-101,2,187.06,120.0,374.12
ITEM-0006825,ORD-004144,PRD-111,1,38.0,18.0,38.0
ITEM-0006826,ORD-004144,PRD-116,2,62.0,26.0,124.0
ITEM-0006827,ORD-004145,PRD-106,1,85.0,38.0,85.0
ITEM-0006828,ORD-004145,PRD-112,2,49.0,22.0,98.0
ITEM-0006829,ORD-004146,PRD-112,1,49.0,22.0,49.0
ITEM-0006830,ORD-004146,PRD-115,1,28.0,11.0,28.0
ITEM-0006831,ORD-004146,PRD-108,2,140.0,65.0,280.0
ITEM-0006832,ORD-004147,PRD-105,2,45.0,22.0,90.0
ITEM-0006833,ORD-004148,PRD-118,2,19.5,9.5,39.0
ITEM-0006834,ORD-004149,PRD-117,1,42.0,16.0,42.0
ITEM-0006835,ORD-004149,PRD-115,1,28.0,11.0,28.0
ITEM-0006836,ORD-004150,PRD-119,2,16.0,8.0,32.0
ITEM-0006837,ORD-004150,PRD-114,1,29.0,14.0,29.0
ITEM-0006838,ORD-004151,PRD-117,1,42.0,16.0,42.0
ITEM-0006839,ORD-004152,PRD-106,1,85.0,38.0,85.0
ITEM-0006840,ORD-004152,PRD-111,1,38.0,18.0,38.0
ITEM-0006841,ORD-004153,PRD-111,2,38.0,18.0,76.0
ITEM-0006842,ORD-004154,PRD-113,1,195.0,110.0,195.0
ITEM-0006843,ORD-004155,PRD-111,1,38.0,18.0,38.0
ITEM-0006844,ORD-004156,PRD-101,1,199.0,120.0,199.0
ITEM-0006845,ORD-004156,PRD-115,2,28.0,11.0,56.0
ITEM-0006846,ORD-004156,PRD-107,1,65.0,24.0,65.0
ITEM-0006847,ORD-004157,PRD-110,2,95.0,42.0,190.0
ITEM-0006848,ORD-004158,PRD-116,2,62.0,26.0,124.0
ITEM-0006849,ORD-004158,PRD-106,1,85.0,38.0,85.0
ITEM-0006850,ORD-004158,PRD-118,2,19.5,9.5,39.0
ITEM-0006851,ORD-004159,PRD-104,1,95.0,55.0,95.0
ITEM-0006852,ORD-004159,PRD-112,2,49.0,22.0,98.0
ITEM-0006853,ORD-004160,PRD-109,1,32.0,12.0,32.0
ITEM-0006854,ORD-004161,PRD-108,1,140.0,65.0,140.0
ITEM-0006855,ORD-004161,PRD-106,1,85.0,38.0,85.0
ITEM-0006856,ORD-004162,PRD-113,1,195.0,110.0,195.0
ITEM-0006857,ORD-004162,PRD-111,1,38.0,18.0,38.0
ITEM-0006858,ORD-004163,PRD-110,2,95.0,42.0,190.0
ITEM-0006859,ORD-004164,PRD-113,2,195.0,110.0,390.0
ITEM-0006860,ORD-004164,PRD-118,1,19.5,9.5,19.5
ITEM-0006861,ORD-004164,PRD-111,2,38.0,18.0,76.0
ITEM-0006862,ORD-004164,PRD-115,2,28.0,11.0,56.0
ITEM-0006863,ORD-004165,PRD-119,2,16.0,8.0,32.0
ITEM-0006864,ORD-004165,PRD-109,1,32.0,12.0,32.0
ITEM-0006865,ORD-004166,PRD-110,2,95.0,42.0,190.0
ITEM-0006866,ORD-004167,PRD-104,2,89.3,55.0,178.6
ITEM-0006867,ORD-004168,PRD-110,2,95.0,42.0,190.0
ITEM-0006868,ORD-004169,PRD-108,1,140.0,65.0,140.0
ITEM-0006869,ORD-004170,PRD-110,1,95.0,42.0,95.0
ITEM-0006870,ORD-004170,PRD-111,2,38.0,18.0,76.0
ITEM-0006871,ORD-004171,PRD-103,1,79.0,45.0,79.0
ITEM-0006872,ORD-004172,PRD-105,1,42.3,22.0,42.3
ITEM-0006873,ORD-004173,PRD-108,2,140.0,65.0,280.0
ITEM-0006874,ORD-004174,PRD-113,2,195.0,110.0,390.0
ITEM-0006875,ORD-004175,PRD-118,2,19.5,9.5,39.0
ITEM-0006876,ORD-004176,PRD-102,2,489.0,310.0,978.0
ITEM-0006877,ORD-004176,PRD-114,2,29.0,14.0,58.0
ITEM-0006878,ORD-004177,PRD-116,2,62.0,26.0,124.0
ITEM-0006879,ORD-004178,PRD-104,2,89.3,55.0,178.6
ITEM-0006880,ORD-004179,PRD-109,2,32.0,12.0,64.0
ITEM-0006881,ORD-004180,PRD-114,1,29.0,14.0,29.0
ITEM-0006882,ORD-004181,PRD-112,2,49.0,22.0,98.0
ITEM-0006883,ORD-004182,PRD-104,2,89.3,55.0,178.6
ITEM-0006884,ORD-004183,PRD-109,2,32.0,12.0,64.0
ITEM-0006885,ORD-004183,PRD-115,2,28.0,11.0,56.0
ITEM-0006886,ORD-004184,PRD-117,1,42.0,16.0,42.0
ITEM-0006887,ORD-004184,PRD-110,2,95.0,42.0,190.0
ITEM-0006888,ORD-004185,PRD-112,1,49.0,22.0,49.0
ITEM-0006889,ORD-004186,PRD-114,1,29.0,14.0,29.0
ITEM-0006890,ORD-004186,PRD-105,1,45.0,22.0,45.0
ITEM-0006891,ORD-004186,PRD-112,2,49.0,22.0,98.0
